CONTROL_NUMBER_N,MONTHS_SINCE_ORIGIN,DONOR_AGE,IN_HOUSE,URBANICITY,SES,CLUSTER_CODE,HOME_OWNER,DONOR_GENDER,INCOME_GROUP,PUBLISHED_PHONE,OVERLAY_SOURCE,MOR_HIT_RATE,WEALTH_RATING,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,PCT_OWNER_OCCUPIED,PER_CAPTITA_INCOME,PCT_MALE_MILITARY,PCT_MALE_VETERANS,PCT_VIETNAM_VETERANS,PCT_WWII_VETERANS,PEP_STAR,RECENT_STAR_STATUS,RECENCY_STATUS_96NK,FREQUENCY_STATUS_97NK,RECENT_RESPONSE_PROP,RECENT_AVG_GIFT_AMT,RECENT_CARD_RESPONSE_PROP,RECENT_AVG_CARD_GIFT_AMT,RECENT_RESPONSE_COUNT,RECENT_CARD_RESPONSE_COUNT,MONTHS_SINCE_LAST_PROM_RESP,LIFETIME_CARD_PROM,LIFETIME_PROM,LIFETIME_GIFT_AMOUNT,LIFETIME_GIFT_COUNT,LIFETIME_AVG_GIFT_AMT,LIFETIME_GIFT_RANGE,LIFETIME_MAX_GIFT_AMT,LIFETIME_MIN_GIFT_AMT,LAST_GIFT_AMT,CARD_PROM_12,NUMBER_PROM_12,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_FIRST_GIFT,FILE_AVG_GIFT,FILE_CARD_GIFT
18635,53,65,0,U,4,10,H,F,2,0,P,0,0,443,163,72,5729,0,16,52,42,0,0,A,1,0.133,15,0.167,20,2,1,18,14,34,40,3,13.33,10,20,10,20,6,12,18,52,13.33,1
18636,89,65,0,C,2,27,H,M,5,1,B,2,8,793,359,70,19844,0,40,25,36,1,1,S,4,0.444,8.5,0.545,8,8,6,17,22,45,105,14,7.5,5,10,5,5,6,14,17,88,7.5,10
18637,113,66,0,R,2,45,U,F,1,1,B,0,0,458,174,66,8573,0,36,23,43,1,1,S,2,0.176,8,0.286,8,3,2,20,24,64,105,14,7.5,7,10,3,8,6,13,20,105,7.5,9
18638,29,77,0,C,1,24,H,F,5,0,P,0,,2023,461,84,17759,0,30,45,24,0,0,A,3,0.294,6.4,0.25,6,5,2,18,12,27,32,5,6.4,5,10,5,10,6,12,18,33,6.4,2
18639,113,68,0,T,2,36,U,M,1,1,B,0,3,422,99,41,8598,0,35,30,37,1,1,S,4,0.286,18.33,0.455,20,6,5,21,29,81,612,43,14.23,17,20,3,20,5,12,21,113,14.23,19
18640,101,47,0,C,2,27,U,F,,0,N,0,6,687,379,91,12223,5,31,75,4,0,0,A,2,0.056,25,0.125,25,1,1,21,24,58,97,7,13.86,20,25,5,10,6,13,18,105,13.86,4
18641,125,71,0,C,1,23,H,F,2,1,B,1,,2668,273,74,17483,0,44,12,59,1,0,A,3,0.188,34.67,0.333,34.67,3,3,17,30,72,345,18,19.17,33,40,7,40,6,13,17,125,19.17,10
18642,137,7,0,T,3,41,U,M,1,0,M,8,2,212,161,66,8610,1,39,29,42,1,1,S,3,0.182,7.75,0.091,5,4,1,16,35,78,125,35,3.57,9,11,2,11,6,13,16,126,3.57,19
18643,89,51,1,T,2,36,H,M,7,1,B,2,1,563,175,59,12480,0,28,21,55,1,1,S,2,0.048,10,0,0,1,0,19,27,88,197,14,14.07,20,25,5,20,8,25,5,89,14.07,6
18644,29,,0,R,3,53,U,F,,1,N,0,,713,351,89,12600,0,28,24,33,0,0,A,1,0.167,13,0.167,16,2,1,21,9,22,26,2,13,6,16,10,16,4,10,21,28,13,1
18645,77,,0,R,3,50,U,M,,0,N,0,1,417,183,69,9266,1,30,24,46,1,1,S,4,0.211,13.5,0.273,13,4,3,17,24,63,174,17,10.24,10,15,5,6,6,13,16,75,10.24,9
18646,125,51,0,T,1,35,H,M,7,0,B,0,5,1675,531,85,19464,0,31,45,26,1,10,A,1,0.059,10,0.125,10,1,1,17,30,73,176,16,11,15,20,5,10,5,12,17,125,11,9
18647,17,32,0,C,2,27,U,F,2,1,M,0,,266,157,38,7292,0,28,28,31,0,0,F,1,0,0,0,0,0,0,,4,12,25,1,25,0,25,25,25,4,10,19,19,25,0
18648,101,65,0,R,2,49,H,M,5,1,B,0,,541,254,75,11483,0,28,24,42,0,0,A,1,0.077,20,0,0,1,0,25,17,47,84,6,14,10,20,10,20,4,9,25,90,14,3
18649,29,,0,T,1,35,U,M,,0,N,0,,5567,1094,97,52169,0,42,27,35,0,0,N,1,0.091,25,0.2,25,1,1,23,8,21,25,1,25,0,25,25,25,4,12,23,23,25,1
18650,41,83,0,S,1,12,H,F,1,1,M,8,,550,144,37,10249,0,34,44,38,1,5,A,1,0.238,14.8,0.091,15,5,1,17,17,38,84,6,14,15,25,10,25,6,13,17,39,14,2
18651,41,72,0,C,1,22,H,F,5,1,B,21,,862,374,69,19669,0,30,28,44,0,0,A,1,0.118,15.5,0.25,15.5,2,2,20,13,33,41,3,13.67,6,16,10,15,5,11,20,41,13.67,3
18652,137,73,0,T,2,36,U,F,4,1,B,18,7,511,281,83,12998,0,38,30,11,1,0,A,1,0.045,30,0,0,1,0,18,33,76,209,15,13.93,27,30,3,30,6,13,18,123,13.93,6
18653,137,69,0,?,?,,H,F,5,1,B,0,,847,320,67,12893,0,0,0,0,1,8,A,1,0.118,22.5,0.111,25,2,1,25,20,49,201,13,15.46,20,25,5,20,4,7,25,126,15.46,9
18654,137,68,0,T,1,34,U,F,,0,N,0,9,1363,491,73,23656,0,27,37,35,1,10,A,1,0.167,10.33,0.3,10.33,3,3,21,32,78,221,32,6.91,10,15,5,15,6,13,21,124,6.91,17
18655,137,,0,C,2,27,H,F,5,1,B,5,,898,448,87,19990,2,35,42,16,1,0,A,4,0.318,6.71,0.182,7.5,7,2,15,31,70,113,22,5.14,5,8,3,6,6,15,15,115,5.14,11
18656,137,,1,C,1,24,H,F,3,0,B,47,8,833,398,80,19600,0,48,34,35,1,7,A,3,0.136,13,0,0,3,0,19,38,127,316,25,12.64,21,25,4,21,13,42,6,128,12.64,5
18657,53,47,0,R,2,49,H,F,5,1,B,3,6,616,319,85,11533,0,25,33,39,0,0,A,1,0.111,15,0.25,15,2,2,22,15,39,40,4,10,10,15,5,15,5,11,22,52,10,2
18658,17,37,0,T,2,38,U,F,2,0,M,0,,741,348,69,13611,3,27,14,19,0,0,F,1,0.2,25,0.5,25,1,1,17,6,14,25,1,25,0,25,25,25,5,11,17,17,25,1
18659,113,,0,?,?,,U,U,,0,N,0,,1644,314,77,31710,0,0,0,0,1,0,A,2,0.105,15,0.222,15,2,2,16,25,67,107,11,9.73,11,16,5,16,6,14,16,103,9.73,9
18660,65,72,0,T,1,34,H,F,5,0,P,0,8,1814,814,91,30259,0,36,27,49,0,0,A,2,0.176,15.67,0.143,17,3,1,17,15,43,62,5,12.4,13,18,5,17,6,15,17,63,12.4,2
18661,53,,0,T,2,39,H,U,4,0,P,0,8,542,301,87,12623,0,37,27,23,1,7,A,1,0.158,13.67,0.3,13.67,3,3,18,17,40,75,7,10.71,10,15,5,15,6,13,18,53,10.71,6
18662,137,57,0,C,3,31,H,F,4,0,P,0,,0,0,0,0,0,0,0,0,0,0,A,1,0.077,20,0,0,1,0,20,26,60,72,6,12,17,20,3,20,4,11,20,130,12,4
18663,65,58,0,S,1,13,U,M,,0,N,0,9,4233,437,60,25851,0,38,24,32,0,0,A,1,0.071,100,0,0,1,0,18,16,41,126,3,42,90,100,10,100,6,14,18,56,42,1
18664,41,83,0,R,2,45,U,F,2,0,P,0,,342,214,79,9673,1,32,41,29,0,0,A,4,0.3,8.83,0.3,9.67,6,3,19,15,35,63,8,7.88,6,11,5,8,6,12,19,41,7.88,4
18665,113,43,0,U,2,6,U,F,,0,N,0,3,1059,305,46,11711,0,12,28,10,1,0,A,1,0.125,22.5,0.125,25,2,1,18,25,63,297,16,18.56,18,28,10,25,4,8,18,113,18.56,10
18666,77,76,0,S,1,12,H,M,2,0,B,4,8,1971,553,85,17576,3,36,53,33,0,0,A,1,0.059,15,0,0,1,0,15,15,42,44,4,11,10,15,5,15,4,10,15,77,11,1
18667,53,75,0,S,1,13,U,F,,0,N,0,8,2753,504,77,24127,0,30,27,35,0,0,A,3,0.158,20,0.111,20,3,1,19,20,50,100,5,20,0,20,20,20,6,14,19,53,20,2
18668,41,,0,S,3,21,U,M,,0,N,0,,581,266,86,10903,0,35,26,51,0,0,A,1,0.071,20,0,0,1,0,18,9,24,30,2,15,10,20,10,20,3,9,18,42,15,1
18669,125,80,0,U,1,3,H,M,5,1,B,24,8,824,248,79,15008,0,22,32,16,1,1,S,3,0.19,12,0.2,12,4,2,20,29,73,132,13,10.15,11,14,3,4,6,16,18,122,10.15,6
18670,53,,0,S,1,11,H,M,5,1,B,2,8,894,423,58,19549,0,23,34,16,0,0,A,1,0.105,15,0.25,15,2,2,22,15,42,46,4,11.5,10,15,5,15,5,11,22,52,11.5,2
18671,101,51,0,T,2,40,H,F,4,1,P,0,8,652,415,96,15401,0,28,47,42,0,0,A,2,0.167,11.67,0.125,15,3,1,17,23,58,75,8,9.38,10,15,5,15,6,13,17,97,9.38,4
18672,113,49,0,C,1,22,U,M,1,1,B,15,5,723,193,47,10286,0,15,19,21,1,0,A,2,0.05,23,0.111,23,1,1,27,28,68,181,12,15.08,20,25,5,25,6,13,18,112,15.08,7
18673,29,51,0,S,1,14,H,F,7,0,B,0,,1975,554,94,17237,0,37,51,12,1,0,N,4,0.333,12,0.5,12.33,4,3,16,10,24,48,4,12,20,25,5,7,6,14,16,24,12,3
18674,137,65,0,C,3,30,H,F,4,1,P,0,2,432,216,77,10725,4,47,28,39,1,15,E,1,0.063,12,0,0,1,0,15,29,68,174,22,7.91,7,12,5,12,2,9,15,128,7.91,13
18675,29,,0,S,2,18,U,U,,0,N,0,,836,377,79,10536,0,28,48,0,0,0,A,4,0.267,6,0.429,5.67,4,3,22,11,28,37,6,6.17,2,7,5,6,6,12,22,29,6.17,3
18676,53,60,0,S,2,17,H,M,5,0,P,0,7,1075,375,47,24767,1,35,36,37,1,1,S,3,0.263,8.8,0.3,8.33,5,3,22,17,41,69,9,7.67,5,10,5,8,6,12,22,53,7.67,6
18677,29,38,0,C,1,22,H,F,7,0,B,1,,3477,424,31,27103,0,22,28,36,1,0,A,4,0.333,5.25,0.667,5.25,4,4,16,10,25,27,5,5.4,4,7,3,7,6,14,16,28,5.4,4
18678,53,42,0,T,2,38,U,U,,0,N,0,7,0,0,0,0,0,41,33,18,1,1,S,4,0.526,3.2,0.636,3.29,10,7,18,18,46,72,22,3.27,3,5,2,3,6,13,18,53,3.27,10
18679,113,,0,C,3,30,H,F,1,1,B,1,0,444,164,37,7555,0,31,42,23,1,1,S,2,0.176,25,0.111,25,3,1,18,25,56,203,16,12.69,22,25,3,25,4,8,18,105,12.69,9
18680,101,44,1,U,1,1,U,U,,0,N,0,8,5071,314,24,31863,0,23,28,45,1,2,A,1,0.227,19.8,0.182,18,5,2,19,32,123,489,30,16.3,28,33,5,33,9,33,4,93,16.3,9
18681,89,17,0,T,2,40,H,M,5,1,B,20,,2303,395,83,14130,0,42,24,28,0,0,A,3,0.267,9.25,0.286,10,4,2,16,20,50,71,9,7.89,5,10,5,10,6,13,16,86,7.89,4
18682,29,63,0,U,4,10,H,M,5,1,B,13,,275,50,5,1962,0,29,70,0,1,0,A,4,0.333,4.8,0.429,4.33,5,3,17,11,26,32,7,4.57,3,6,3,4,6,12,17,31,4.57,3
18683,89,,0,T,2,39,U,F,1,1,B,0,7,614,289,87,11355,1,31,30,20,1,1,S,4,0.381,4.38,0.7,4.29,8,7,15,24,63,79,23,3.43,4,6,2,6,5,12,15,83,3.43,11
18684,17,62,0,R,1,42,H,M,2,1,B,24,,994,416,96,21580,0,45,19,46,0,0,F,1,0.167,15,0,0,1,0,20,4,13,15,1,15,0,15,15,15,3,8,20,20,15,0
18685,113,76,0,C,3,30,H,M,4,1,B,1,4,526,174,64,14666,2,50,29,17,1,1,S,2,0.286,15,0.375,15,4,3,21,22,58,172,16,10.75,10,15,5,15,5,12,21,105,10.75,8
18686,65,81,0,U,3,8,H,M,2,0,P,0,4,1220,370,80,12810,4,38,31,36,0,0,A,1,0.2,50,0.2,50,4,2,22,21,56,435,9,48.33,50,75,25,75,6,13,22,65,48.33,4
18687,41,,0,S,1,11,U,F,,0,N,0,,573,371,68,12902,20,39,74,7,0,0,A,1,0.111,15.5,0.125,15,2,1,19,12,34,41,3,13.67,6,16,10,16,4,13,19,40,13.67,2
18688,41,69,0,C,1,24,H,F,5,0,P,0,7,957,408,87,17718,3,65,48,45,0,0,A,1,0.063,25,0,0,1,0,17,13,35,45,3,15,15,25,10,25,6,15,17,44,15,1
18689,137,78,0,C,3,30,H,M,2,0,B,14,,347,245,82,12777,0,29,19,64,1,1,S,3,0.167,5,0.143,5,3,1,18,29,72,103,21,4.9,7,10,3,5,4,10,18,130,4.9,10
18690,77,56,0,C,2,27,H,F,5,1,B,1,,920,441,76,18074,1,20,37,4,1,1,S,2,0.167,9,0.429,9,3,3,16,18,55,49,7,7,10,15,5,5,5,13,16,76,7,7
18691,53,76,0,S,2,17,U,F,,0,N,0,3,1063,256,1,13312,4,23,30,13,0,0,A,1,0.063,15,0.167,15,1,1,21,14,38,45,4,11.25,10,15,5,15,5,13,5,52,11.25,3
18692,29,,0,S,1,11,U,U,,1,N,0,,1011,409,74,16765,0,36,30,39,0,0,A,1,0.133,13,0.167,10,2,1,19,9,24,26,2,13,6,16,10,16,4,10,19,33,13,1
18693,41,52,0,C,3,30,U,F,1,0,B,5,,413,187,85,7933,1,34,40,19,0,0,A,2,0.188,11,0.125,15,3,1,21,13,28,36,4,9,12,15,3,15,6,12,21,41,9,2
18694,77,,0,R,2,47,U,F,6,0,P,0,,470,237,87,10050,0,22,24,36,0,0,A,3,0.211,11,0.222,10.5,4,2,16,20,51,66,8,8.25,8,13,5,12,6,13,16,73,8.25,5
18695,137,70,0,R,2,44,H,M,5,1,B,1,7,687,382,89,11929,0,23,33,6,1,1,S,3,0.286,5.33,0.5,5,6,5,22,31,69,108,21,5.14,2,7,5,5,5,11,22,126,5.14,12
18696,29,79,1,C,1,24,H,F,2,0,P,0,,689,311,89,11938,19,48,55,31,0,0,N,3,0.273,8.33,0.2,10,3,1,17,10,28,35,4,8.75,5,10,5,10,7,20,10,24,8.75,1
18697,17,51,0,S,3,21,H,M,1,0,P,0,,314,354,75,12245,0,35,23,33,0,0,F,1,0.143,15,0.333,15,1,1,21,5,13,15,1,15,0,15,15,15,3,8,21,21,15,1
18698,137,80,1,S,1,12,H,F,2,1,P,0,8,1151,482,93,16432,0,36,32,33,1,1,S,4,0.273,9,0.273,11.33,6,3,15,35,88,181,23,7.87,7,12,5,5,6,20,15,126,7.87,15
18699,137,68,0,S,2,18,H,M,7,1,P,0,7,1883,556,83,16693,0,38,38,50,1,6,A,1,0.167,11.33,0.333,11.33,3,3,23,32,76,209,26,8.04,10,14,4,10,5,11,23,129,8.04,14
18700,29,31,0,R,2,49,H,F,5,1,B,1,,588,272,71,13570,0,21,45,33,0,0,A,2,0.176,13.33,0.286,12.5,3,2,15,11,26,40,3,13.33,5,15,10,15,5,11,15,32,13.33,2
18701,17,44,0,S,2,18,H,F,3,0,M,0,,696,348,80,11151,0,21,24,40,0,0,N,2,0.2,20,0.5,20,1,1,15,6,15,40,2,20,0,20,20,20,5,13,15,16,20,2
18702,113,,1,S,2,18,U,M,,0,N,0,6,735,389,84,14323,5,41,70,4,1,1,S,3,0.238,10.6,0.3,12.33,5,3,15,28,89,157,21,7.48,10,15,5,11,6,16,15,105,7.48,11
18703,65,,0,T,2,40,H,M,2,1,P,0,6,1063,504,55,19003,1,32,44,10,0,0,A,1,0.105,12.5,0,0,2,0,18,16,42,52,7,7.43,13,15,2,5,6,15,6,56,7.43,1
18704,113,76,0,C,2,27,H,M,3,1,B,12,4,564,301,74,13011,0,38,33,25,1,2,L,1,0.267,10,0.111,10,4,1,15,26,60,140,16,8.75,5,10,5,10,4,10,15,103,8.75,6
18705,29,51,0,R,2,44,H,F,3,1,P,0,,728,415,89,13789,0,25,35,20,0,0,A,1,0.167,20,0.333,20,2,2,22,9,21,40,2,20,0,20,20,20,4,10,22,28,20,2
18706,77,44,0,R,2,46,U,M,,0,N,0,,1011,216,79,11108,0,44,32,41,0,0,A,1,0.125,20,0.333,20,1,1,23,12,34,42,3,14,10,20,10,20,4,10,23,66,14,2
18707,17,,0,T,1,35,U,F,,0,N,0,,1850,622,91,22923,0,28,43,16,0,0,N,3,0.25,11,0.25,12,2,1,16,8,19,32,3,10.67,2,12,10,12,6,14,16,20,10.67,1
18708,41,,0,U,2,5,U,F,,0,N,0,4,2187,322,69,13766,0,25,23,65,0,0,A,1,0.133,13,0,0,2,0,24,10,29,31,3,10.33,10,15,5,15,4,9,24,45,10.33,1
18709,113,49,0,S,2,17,H,M,1,0,P,0,,730,247,70,15385,19,38,31,18,1,1,S,4,0.263,17.4,0.3,15.67,5,3,17,34,92,352,24,14.67,15,20,5,12,6,16,17,112,14.67,12
18710,29,40,0,T,2,39,U,F,2,1,B,0,,725,316,43,11623,1,27,27,24,0,0,N,3,0.25,9,0.25,11,2,1,17,8,18,23,3,7.67,6,11,5,11,6,12,17,23,7.67,1
18711,65,58,0,T,2,40,H,M,4,0,B,20,7,1400,441,90,14642,0,40,45,14,1,0,A,2,0.19,20.5,0.2,20,4,2,17,20,51,137,8,17.13,15,22,7,22,6,13,17,63,17.13,5
18712,137,73,0,C,3,33,U,M,2,1,B,2,6,638,239,98,15022,0,57,0,99,1,0,A,1,0.111,10,0.125,10,2,1,17,29,71,127,14,9.07,10,15,5,10,5,12,17,131,9.07,9
18713,17,,1,C,1,23,H,F,1,0,M,240,,2699,396,87,28314,0,48,4,89,0,0,F,1,0.2,25,0.5,25,1,1,16,6,14,25,1,25,25,25,0,0,5,12,9,16,25,1
18714,89,27,0,S,3,21,H,M,4,1,B,1,5,1030,337,58,22975,0,36,33,8,0,0,A,1,0.045,60,0,0,1,0,30,24,60,225,7,32.14,40,60,20,25,6,13,18,78,32.14,2
18715,29,57,0,U,1,2,H,M,4,1,B,8,,1754,403,76,23180,0,16,27,33,0,0,A,1,0.133,22.5,0,0,2,0,24,11,24,45,2,22.5,5,25,20,25,6,12,24,31,22.5,0
18716,77,41,0,U,4,10,H,M,5,0,P,0,0,842,402,71,13805,0,23,0,52,0,0,A,1,0.091,23.5,0,0,2,0,25,23,62,164,9,18.22,20,25,5,22,6,12,25,75,18.22,2
18717,89,,0,C,3,30,U,M,1,1,B,2,7,0,0,0,0,0,0,0,0,1,1,S,4,0.294,4,0.333,4,5,3,18,21,44,70,21,3.33,4,5,1,4,6,12,18,79,3.33,13
18718,41,34,0,C,2,25,U,F,,0,N,0,,827,344,43,16063,0,18,16,36,0,0,A,1,0.111,12.5,0.143,15,2,1,17,11,29,30,3,10,10,15,5,15,4,10,17,41,10,1
18719,17,59,0,T,2,36,H,M,2,0,P,0,,519,283,73,12386,0,24,15,34,0,0,F,1,0.2,20,0.5,20,1,1,17,5,13,20,1,20,0,20,20,20,4,10,17,17,20,1
18720,125,81,1,C,1,22,H,M,1,1,B,23,7,1053,425,15,20680,3,12,42,10,1,1,S,2,0.167,12.67,0.125,14,3,1,21,29,85,100,11,9.09,9,14,5,10,7,31,14,119,9.09,7
18721,77,80,0,S,1,12,H,F,6,1,B,20,7,2312,572,82,16529,0,32,54,11,0,0,A,3,0.294,28.2,0.222,25,5,2,18,15,38,252,12,21,30,40,10,40,4,8,18,72,21,4
18722,137,51,0,R,2,43,U,M,5,1,B,1,6,423,212,80,9065,1,30,26,26,1,1,S,3,0.368,6.14,0.5,6,7,5,18,33,79,220.5,37,5.96,13,15,2,7,5,11,18,123,5.96,19
18723,137,52,0,U,1,3,H,M,7,1,B,6,7,1526,441,50,19888,4,44,68,7,1,1,S,2,0.095,12.5,0,0,2,0,19,29,65,107,13,8.23,12,15,3,10,6,13,19,124,8.23,8
18724,77,43,0,S,1,13,U,M,5,0,P,0,9,4763,502,60,24002,0,35,16,61,1,0,A,3,0.176,11.67,0.375,11.67,3,3,21,20,49,89,9,9.89,8,13,5,10,6,13,17,66,9.89,5
18725,29,43,0,S,1,14,H,M,5,1,B,2,,1721,618,95,21855,0,17,61,20,1,1,S,4,0.438,5,0.75,5,7,6,17,12,29,48,9,5.33,7,10,3,5,6,13,17,33,5.33,6
18726,89,45,0,T,2,36,H,F,5,1,B,2,1,481,235,87,11021,0,41,11,54,1,1,S,4,0.364,12.88,0.455,12.6,8,5,19,26,62,186,18,10.33,12,15,3,15,6,14,18,87,10.33,11
18727,65,34,0,C,3,31,U,F,1,1,M,1,1,425,120,14,9530,0,31,14,60,0,0,A,1,0.059,25,0,0,1,0,19,16,41,50,5,10,22,25,3,25,6,13,19,57,10,1
18728,101,57,0,R,2,44,H,F,3,1,B,10,5,716,379,84,14680,1,33,36,21,1,1,S,2,0.15,12.33,0.222,12.5,3,2,22,22,55,71,8,8.88,10,15,5,10,6,13,16,93,8.88,6
18729,65,55,0,T,2,40,U,F,,1,N,0,4,1070,271,41,13186,0,40,34,36,1,13,A,1,0.095,25,0.091,25,2,1,18,21,52,95,7,13.57,23,25,2,25,6,13,18,64,13.57,3
18730,29,80,0,C,2,29,U,M,,0,N,0,,885,345,41,30256,0,40,20,71,0,0,A,1,0.158,19.67,0.111,18,3,1,25,13,29,59,3,19.67,3,21,18,21,6,12,25,33,19.67,1
18731,89,,0,S,1,15,U,F,,0,N,0,6,0,0,0,0,11,27,33,33,1,0,A,1,0.267,18.25,0.3,18.33,4,3,24,24,59,235,14,16.79,22,25,3,15,6,11,24,80,16.79,6
18732,89,,0,R,3,53,H,M,3,1,P,0,0,422,153,90,8162,0,37,25,41,0,0,A,1,0.176,15.67,0.222,16,3,2,17,20,52,68,6,11.33,12,17,5,17,6,13,17,79,11.33,3
18733,89,77,0,R,1,42,U,F,2,0,M,1,3,978,312,83,12859,2,42,39,28,0,0,A,1,0.053,23,0,0,1,0,18,23,58,92,6,15.33,18,23,5,23,6,13,18,89,15.33,4
18734,29,,0,S,3,21,H,M,4,0,B,2,,1380,317,71,8739,5,19,58,7,0,0,A,1,0.133,27.5,0.143,25,2,1,17,11,24,55,2,27.5,5,30,25,30,6,13,17,30,27.5,1
18735,113,55,0,U,3,8,H,M,5,1,B,11,,1279,280,27,6474,0,6,23,14,0,0,A,1,0.1,17.5,0,0,2,0,17,22,52,64,8,8,18,20,2,15,6,13,17,105,8,2
18736,77,55,1,U,4,10,H,F,2,0,M,1,,332,138,67,4407,0,15,25,32,0,0,A,3,0.2,10.25,0.333,10.33,4,3,22,23,59,86,11,7.82,8,11,3,7,6,18,18,69,7.82,5
18737,137,27,1,C,2,26,H,M,6,1,B,18,,1769,83,13,8696,0,8,12,47,1,3,A,1,0.125,6.5,0.167,10,2,1,21,27,97,102,25,4.08,9,10,1,10,5,12,21,130,4.08,12
18738,137,61,0,C,1,24,H,M,7,1,B,20,9,1614,518,98,19728,0,32,32,36,1,3,A,1,0.143,18.67,0.091,20,3,1,18,34,74,199,15,13.27,15,20,5,17,6,13,18,122,13.27,10
18739,89,,0,T,1,35,U,M,,1,N,0,,1002,633,97,19703,1,37,58,16,0,0,E,3,0.667,7.25,0.5,7,4,1,18,10,24,68,11,6.18,8,10,2,7,0,2,18,86,6.18,6
18740,29,65,0,S,2,16,H,F,4,0,B,0,,883,322,65,13596,1,39,35,32,0,0,F,2,0.286,12.5,0,0,2,0,15,7,16,25,2,12.5,5,15,10,15,5,12,15,20,12.5,0
18741,29,,0,R,3,50,U,F,,0,N,0,,430,182,70,8294,1,25,28,36,0,0,A,2,0.118,20,0.125,25,2,1,22,12,29,50,3,16.67,15,25,10,10,6,12,18,32,16.67,1
18742,77,,0,T,2,36,U,U,,0,N,0,5,585,269,77,11849,0,29,38,27,1,17,A,1,0.059,20,0,0,1,0,17,21,53,84,6,14,15,20,5,20,6,13,17,75,14,4
18743,41,41,0,C,2,25,U,F,,0,N,0,4,1905,345,38,17606,8,37,45,12,1,1,S,4,0.263,18.2,0.364,17.75,5,4,21,17,41,183,12,15.25,20,25,5,20,6,13,21,45,15.25,6
18744,113,63,0,C,1,24,U,M,,0,N,0,8,709,349,89,18938,0,54,34,32,1,0,A,4,0.222,8.5,0.375,6.67,4,3,16,20,48,70,8,8.75,11,14,3,5,4,9,16,105,8.75,6
18745,77,75,0,T,1,34,U,M,5,0,M,8,9,1488,513,89,21342,0,20,58,17,1,1,S,2,0.095,20,0.1,20,2,1,23,22,59,177,12,14.75,22,25,3,20,6,12,23,69,14.75,4
18746,41,33,0,R,2,45,H,F,2,0,P,0,,513,203,57,10100,0,24,30,37,1,0,A,4,0.4,4.38,0.6,4.33,8,6,17,15,32,46,11,4.18,3,6,3,5,6,12,17,42,4.18,7
18747,113,65,0,R,3,53,U,U,,0,N,0,2,208,201,75,11136,1,32,22,48,1,1,S,3,0.136,16.67,0.091,10,3,1,20,29,77,292,17,17.18,20,30,10,20,6,13,20,105,17.18,11
18748,113,77,0,S,2,16,U,M,,0,N,0,5,948,347,93,17299,0,33,10,51,0,0,A,2,0.15,7.67,0.091,5,3,1,19,25,58,82,12,6.83,5,10,5,10,6,13,18,105,6.83,3
18749,137,52,0,R,3,51,U,F,,0,N,0,3,412,211,80,7540,0,16,78,10,1,0,A,1,0,0,0,0,0,0,,31,76,240,11,21.82,30,35,5,20,6,14,18,121,21.82,7
18750,17,,0,U,2,4,U,M,,0,N,0,,2338,264,13,15702,0,25,23,21,0,0,F,1,0.143,20,0.333,20,1,1,20,6,15,20,1,20,0,20,20,20,4,10,20,20,20,1
18751,113,55,0,C,1,24,H,M,7,1,B,15,9,1881,866,99,30364,0,38,38,10,0,0,A,2,0.136,15.67,0.091,10,3,1,22,28,66,124,9,13.78,22,27,5,10,6,13,22,113,13.78,5
18752,41,36,0,C,3,32,H,F,5,0,P,0,0,346,223,84,8202,0,30,12,62,0,0,A,1,0.125,15.5,0,0,2,0,18,12,32,36,3,12,15,20,5,20,6,12,18,45,12,1
18753,137,83,1,T,2,36,H,F,4,0,P,0,3,566,235,68,10262,0,37,31,41,1,14,A,1,0.048,33,0.1,33,1,1,25,36,89,386,19,20.32,28,33,5,33,8,19,25,112,20.32,9
18754,113,59,0,R,2,46,H,F,3,1,P,0,3,576,222,46,10362,0,36,23,36,0,0,A,2,0.227,17.2,0.182,16.5,5,2,22,29,65,134,11,12.18,17,20,3,20,6,12,22,111,12.18,4
18755,65,,0,C,2,25,U,F,,0,N,0,3,625,238,35,10451,1,19,23,31,0,0,A,1,0.111,14,0.143,15,2,1,20,15,41,44,4,11,10,15,5,15,5,11,20,56,11,3
18756,41,64,0,U,1,1,U,F,,0,N,0,,2188,276,10,8085,2,11,72,0,1,0,A,4,0.35,5,0.5,5,7,5,15,15,34,50,10,5,0,5,5,5,6,12,15,41,5,6
18757,89,75,0,S,1,12,H,M,3,1,B,5,,753,477,91,19489,0,43,30,38,1,0,A,1,0.25,16,0,0,1,0,17,13,38,50,4,12.5,6,16,10,16,4,10,17,87,12.5,3
18758,41,77,0,T,2,40,U,F,,0,N,0,1,1274,405,84,12537,0,36,35,36,1,1,S,4,0.4,4.5,0.6,4.17,8,6,22,16,36,49,11,4.45,3,6,3,4,6,11,22,45,4.45,8
18759,41,,0,R,2,44,U,F,1,1,B,0,6,679,413,87,13712,0,0,0,0,0,0,A,4,0.278,8.2,0.3,7,5,3,21,16,39,73,11,6.64,7,10,3,10,6,13,18,43,6.64,3
18760,17,,0,R,2,46,U,M,2,1,P,0,,675,264,77,16193,0,26,30,62,0,0,E,1,0.5,15,0,0,1,0,15,3,10,15,1,15,0,15,15,15,2,8,15,15,15,0
