CONTROL_NUMBER_N,TARGET_B,MONTHS_SINCE_ORIGIN,DONOR_AGE,IN_HOUSE,URBANICITY,SES,CLUSTER_CODE,HOME_OWNER,DONOR_GENDER,INCOME_GROUP,PUBLISHED_PHONE,OVERLAY_SOURCE,MOR_HIT_RATE,WEALTH_RATING,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,PCT_OWNER_OCCUPIED,PER_CAPTITA_INCOME,PCT_MALE_MILITARY,PCT_MALE_VETERANS,PCT_VIETNAM_VETERANS,PCT_WWII_VETERANS,PEP_STAR,RECENT_STAR_STATUS,RECENCY_STATUS_96NK,FREQUENCY_STATUS_97NK,RECENT_RESPONSE_PROP,RECENT_AVG_GIFT_AMT,RECENT_CARD_RESPONSE_PROP,RECENT_AVG_CARD_GIFT_AMT,RECENT_RESPONSE_COUNT,RECENT_CARD_RESPONSE_COUNT,MONTHS_SINCE_LAST_PROM_RESP,LIFETIME_CARD_PROM,LIFETIME_PROM,LIFETIME_GIFT_AMOUNT,LIFETIME_GIFT_COUNT,LIFETIME_AVG_GIFT_AMT,LIFETIME_GIFT_RANGE,LIFETIME_MAX_GIFT_AMT,LIFETIME_MIN_GIFT_AMT,LAST_GIFT_AMT,CARD_PROM_12,NUMBER_PROM_12,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_FIRST_GIFT,FILE_AVG_GIFT,FILE_CARD_GIFT
10288,0,41,69,0,S,2,20,U,M,2,0,P,0,,816,253,57,16199,0,28,37,32,0,0,A,2,0.143,16.33,0.1,20,3,1,26,16,39,89,6,14.83,20,25,5,25,6,13,18,40,14.83,1
10289,1,89,75,0,C,3,30,H,F,2,0,P,0,0,554,183,27,7394,0,24,13,30,1,1,S,4,0.278,6.8,0.222,5,5,2,17,23,60,87,16,5.44,7,10,3,7,6,13,17,89,5.44,8
10290,0,101,40,0,S,2,20,H,F,5,1,B,0,6,1094,470,97,18956,1,33,26,14,1,11,A,1,0.105,13,0.25,13,2,2,16,23,58,68,8,8.5,10,15,5,15,6,14,16,105,8.5,5
10291,0,137,,0,S,1,14,U,F,,0,N,0,9,1116,535,85,22319,0,26,49,17,1,1,S,1,0.091,10,0.182,10,2,2,22,34,80,266,29,9.17,5,10,5,10,6,13,22,128,9.17,10
10292,0,137,81,0,C,2,26,H,M,2,1,B,0,,682,250,42,13369,2,31,28,45,1,1,S,4,0.211,6.75,0.125,10,4,1,16,27,68,109,16,6.81,18,20,2,10,6,14,16,116,6.81,11
10293,0,17,47,0,R,3,50,U,M,4,1,M,4,,300,145,86,7291,0,19,34,25,0,0,F,1,0,0,0,0,0,0,,4,12,15,1,15,0,15,15,15,4,10,19,19,15,0
10294,0,89,61,0,U,2,5,H,F,5,1,B,9,5,1511,299,65,17105,0,20,16,71,1,0,A,1,0,0,0,0,0,0,,24,62,215,12,17.92,20,30,10,15,6,13,18,87,17.92,4
10295,0,89,79,0,C,3,31,H,F,2,1,P,0,,0,0,0,0,0,29,22,54,1,1,S,4,0.333,5,0.625,5,6,5,16,20,54,48,10,4.8,2,5,3,5,6,14,16,80,4.8,8
10296,0,137,,0,R,3,53,U,M,2,0,P,0,0,333,160,84,8639,0,52,9,63,1,0,A,1,0.067,10,0.167,10,1,1,21,28,79,212,29,7.31,7,10,3,10,4,12,21,126,7.31,15
10297,0,125,81,0,T,2,36,H,M,4,1,P,0,1,317,151,62,8358,0,50,25,90,1,0,A,3,0.211,11.5,0.2,11,4,2,19,29,68,138,12,11.5,5,15,10,11,6,13,19,116,11.5,7
10298,0,137,47,0,T,2,39,U,F,,0,N,0,8,375,177,35,9484,2,34,42,7,1,11,A,1,0.056,10,0,0,1,0,15,31,78,194.01,23,8.44,11.99,12,0.01,10,5,12,15,126,8.44,13
10299,0,41,28,0,S,2,17,H,M,5,1,B,0,,547,378,92,14642,0,37,21,35,1,1,S,4,0.278,7.2,0.3,7.33,5,3,21,15,33,51,8,6.38,7,10,3,5,6,14,18,42,6.38,4
10300,0,41,,0,T,2,39,U,M,,0,N,0,,0,210,0,7226,22,43,53,23,1,1,S,4,0.529,4.44,0.7,4.29,9,7,17,15,33,51,12,4.25,3,6,3,3,6,14,15,40,4.25,8
10301,0,89,,1,T,1,35,U,U,,0,N,0,7,884,517,81,17120,23,43,53,21,1,1,S,4,0.227,19.2,0.364,20.25,5,4,20,27,119,825,46,17.93,215,220,5,220,7,33,5,80,17.93,13
10302,0,137,,0,C,1,24,H,U,6,0,P,0,8,3492,616,88,25803,0,36,30,28,1,1,S,2,0.118,11,0.143,12,2,1,15,29,77,301,22,13.68,20,25,5,12,5,12,15,126,13.68,13
10303,0,89,57,0,S,1,12,U,F,,0,N,0,9,1000,409,72,16328,2,26,31,29,1,0,A,2,0.136,20,0.182,20,3,2,20,26,63,175,10,17.5,10,20,10,20,6,13,18,89,17.5,6
10304,0,41,41,0,?,?,,H,F,5,1,P,0,,1935,497,54,21745,0,0,0,0,0,0,A,1,0.095,15,0.2,15,2,2,25,15,35,55,4,13.75,15,20,5,20,6,12,25,41,13.75,3
10305,0,77,38,0,R,2,44,H,F,5,1,B,2,,846,252,92,12350,0,24,41,0,1,0,A,4,0.35,7.71,0.636,7.71,7,7,16,23,56,116,16,7.25,7,10,3,7,6,14,16,76,7.25,11
10306,0,89,80,0,C,2,28,H,F,5,1,B,16,4,903,271,57,16236,2,36,9,64,0,0,A,1,0.053,16,0.111,16,1,1,21,23,54,70,6,11.67,6,16,10,16,6,15,21,86,11.67,3
10307,0,29,,0,C,1,22,U,F,1,0,P,0,,925,217,33,13583,0,14,38,17,0,0,A,1,0.2,14.33,0.25,16.5,3,2,16,10,24,43,3,14.33,10,20,10,20,4,8,16,29,14.33,2
10308,0,29,,0,T,2,36,U,F,2,1,M,0,,713,255,90,13727,0,45,18,60,1,0,A,3,0.308,10,0.5,10,4,3,15,10,25,40,4,10,0,10,10,10,5,13,15,29,10,3
10309,0,53,,0,T,1,35,U,M,,0,N,0,3,892,375,75,17217,0,35,29,38,0,0,A,1,0.1,22.5,0,0,2,0,18,17,42,60,4,15,20,25,5,25,6,14,18,52,15,1
10310,0,101,63,0,R,3,51,U,M,5,0,P,0,,429,175,76,8827,0,26,37,23,1,0,A,4,0.231,10.33,0.2,11,3,1,16,19,55,77,9,8.56,6,11,5,11,6,15,16,94,8.56,5
10311,0,65,36,0,S,2,16,H,M,4,1,B,3,8,894,452,89,19891,0,35,43,7,0,0,A,1,0.158,15,0.2,14.5,3,2,26,17,42,67,5,13.4,6,16,10,16,5,12,26,57,13.4,4
10312,1,41,65,0,C,3,30,H,M,6,0,P,0,,706,362,89,10420,0,25,26,30,0,0,A,1,0.056,20,0,0,1,0,26,11,29,30,2,15,10,20,10,20,4,9,26,41,15,1
10313,0,137,74,0,T,2,38,U,M,2,0,P,0,5,645,272,33,16054,0,31,38,19,1,1,S,4,0.364,5.88,0.182,5,8,2,18,32,77,267,41,6.51,6,10,4,10,5,11,18,130,6.51,17
10314,0,77,,0,R,3,50,H,F,7,0,B,3,1,669,272,62,16840,0,30,37,32,0,0,A,2,0.176,11.67,0,0,3,0,16,15,44,50,6,8.33,12,15,3,11,5,13,16,75,8.33,2
10315,1,113,50,0,R,2,46,H,M,5,0,P,0,5,944,316,81,13586,0,37,14,62,0,0,A,2,0.1,20,0.111,20,2,1,16,21,60,109,7,15.57,11,20,9,20,6,15,16,104,15.57,2
10316,0,17,,0,T,2,40,U,M,,0,N,0,,849,457,93,16386,0,21,14,32,0,0,N,2,0.143,25,0.333,25,1,1,21,7,21,41,3,13.67,19,25,6,10,5,16,7,21,13.67,1
10317,0,41,71,0,U,1,1,H,F,5,0,M,9,,2800,287,22,15328,1,24,18,38,0,0,A,1,0.143,18,0.167,15,2,1,19,10,24,36,2,18,6,21,15,21,5,11,19,33,18,1
10318,0,113,59,0,T,1,35,H,M,7,1,B,2,7,2371,517,93,23386,0,33,33,39,1,0,A,1,0.067,15,0,0,1,0,18,23,56,108,8,13.5,23,25,2,15,4,11,18,112,13.5,6
10319,0,77,55,0,U,3,9,H,F,5,0,P,0,2,738,221,29,9598,0,18,21,28,0,0,A,1,0.063,35,0,0,1,0,18,20,54,139,6,23.17,25,35,10,35,6,13,18,76,23.17,2
10320,0,113,43,0,R,2,48,H,M,2,1,B,12,4,648,241,88,14022,0,64,18,54,1,18,A,1,0.053,16,0.111,16,1,1,20,27,67,123,12,10.25,11,16,5,16,6,13,20,113,10.25,10
10321,0,89,,1,C,2,28,U,F,,0,N,0,3,1674,318,73,17386,0,33,18,41,1,0,A,2,0.136,23.33,0.182,22.5,3,2,25,26,72,194,11,17.64,20,25,5,25,8,25,7,78,17.64,6
10322,0,137,69,0,T,2,40,H,F,7,1,B,6,,684,323,80,14293,1,25,48,5,1,1,S,3,0.158,5.67,0.125,5,3,1,20,27,71,95,19,5,6,9,3,5,5,11,20,112,5,10
10323,0,29,44,0,T,2,36,H,M,3,0,B,9,,414,185,61,10245,0,30,28,34,0,0,N,1,0.1,15,0.25,15,1,1,23,6,16,15,1,15,0,15,15,15,3,8,23,23,15,1
10324,1,101,,0,R,2,47,U,F,,0,N,0,1,323,252,86,8292,0,15,26,39,1,1,S,2,0.167,10.33,0.125,10,3,1,16,25,62,112,13,8.62,8,13,5,10,5,13,16,95,8.62,6
10325,0,41,,0,R,3,50,U,F,,0,N,0,,305,156,71,8874,0,21,15,56,0,0,A,1,0.125,18,0.143,15,2,1,25,10,24,36,2,18,6,21,15,21,4,9,25,35,18,1
10326,0,113,46,0,S,1,12,H,M,5,0,B,4,8,1120,498,94,18636,0,27,32,26,1,1,S,3,0.286,13.33,0.455,13,6,5,15,28,70,185,16,11.56,10,15,5,15,6,14,15,105,11.56,13
10327,0,65,72,0,C,2,25,U,F,4,0,M,1,8,1031,484,80,14253,0,29,14,37,0,0,A,3,0.167,14.67,0.25,15.5,3,2,21,18,52,91,8,11.38,11,16,5,16,6,15,21,64,11.38,4
10328,0,101,53,0,S,1,14,H,M,5,1,B,2,9,1825,675,98,24284,0,25,38,21,0,0,A,2,0.045,25,0,0,1,0,19,25,69,200,8,25,20,35,15,15,6,13,18,89,25,4
10329,0,77,,0,R,2,49,U,M,,0,N,0,2,453,225,84,8402,0,27,19,40,1,0,A,4,0.263,5.2,0.375,5.33,5,3,17,16,39,37,8,4.63,3,6,3,5,6,13,17,75,4.63,4
10330,0,77,82,0,U,3,8,H,M,1,1,B,2,4,911,270,53,10669,0,17,52,48,1,5,A,1,0.158,11.67,0.2,10,3,2,26,22,58,105,13,8.08,10,15,5,15,5,11,26,74,8.08,6
10331,1,137,76,0,R,2,46,U,M,2,1,B,21,7,422,268,71,13261,0,29,27,37,1,1,S,3,0.111,7.5,0.125,5,2,1,15,30,71,99,16,6.19,7,10,3,10,5,12,15,123,6.19,9
10332,0,125,79,0,U,3,8,U,U,,0,N,0,3,949,221,64,12327,0,25,37,49,1,6,A,1,0.176,8,0.125,7,3,1,18,28,73,164,30,5.47,7,10,3,10,5,12,18,122,5.47,14
10333,0,137,78,0,R,2,47,U,F,,0,N,0,2,481,209,77,8564,3,28,41,25,1,0,A,1,0.067,10,0,0,1,0,16,28,72,87,17,5.12,8,10,2,10,4,14,16,129,5.12,13
10334,1,29,71,0,C,1,24,H,F,4,1,B,0,,724,380,91,19961,3,40,18,53,0,0,N,3,0.3,10.67,0.4,11,3,2,19,9,21,32,3,10.67,2,12,10,10,6,12,19,24,10.67,2
10335,0,77,66,1,U,2,5,U,M,6,1,M,15,7,2289,493,87,22039,0,40,27,48,1,4,A,1,0.1,22.5,0.1,20,2,1,26,24,102,410,18,22.78,22,27,5,25,6,25,5,74,22.78,5
10336,0,89,,0,C,1,23,U,F,,0,N,0,,680,358,81,14402,3,45,13,57,1,1,S,2,0.15,9.67,0.222,10.5,3,2,20,22,60,70,10,7,10,13,3,13,6,13,20,86,7,7
10337,0,29,65,0,S,1,12,H,F,5,1,B,17,,835,444,85,18069,1,30,38,26,0,0,N,2,0.143,10,0.25,10,1,1,23,7,17,25,2,12.5,5,15,10,15,5,11,22,23,12.5,1
10338,0,113,,0,T,2,37,H,F,4,0,M,0,2,1613,366,77,12671,2,24,23,25,1,1,S,2,0.182,13.75,0.273,11.67,4,3,20,30,74,230,17,13.53,17,20,3,15,6,14,20,113,13.53,13
10339,0,17,,0,U,4,10,U,F,,0,N,0,,0,58,0,3788,0,43,0,21,0,0,N,3,0.286,7.5,0.333,10,2,1,15,7,17,20,3,6.67,5,10,5,5,5,12,15,20,6.67,1
10340,0,137,,0,U,1,3,U,F,,0,N,0,4,3552,234,30,20450,0,13,17,13,1,6,A,1,0.143,10,0,0,1,0,18,19,46,122,18,6.78,7,10,3,10,2,6,18,125,6.78,9
10341,0,17,,0,U,3,8,U,F,,0,N,0,,495,279,65,7633,0,31,48,32,0,0,F,1,0.2,20,0,0,1,0,18,5,12,20,1,20,0,20,20,20,4,10,18,18,20,0
10342,0,17,76,0,R,2,45,H,M,1,1,B,16,,353,211,68,9555,1,37,27,37,0,0,F,2,0.2,15,0.5,15,1,1,17,5,16,21,2,10.5,9,15,6,6,4,13,15,17,10.5,1
10343,0,65,53,0,S,2,17,H,F,7,0,P,0,,587,205,18,12033,7,37,52,16,0,0,L,1,0.095,15,0,0,2,0,15,19,45,80,6,13.33,5,15,10,15,5,12,15,56,13.33,1
10344,1,89,17,0,S,1,13,H,M,6,1,B,15,9,5324,1159,93,95913,6,39,7,89,0,0,A,1,0.1,27,0.1,27,2,1,24,19,47,89,4,22.25,17,27,10,27,6,12,24,81,22.25,2
10345,0,89,75,0,C,2,27,H,M,4,1,B,15,4,630,260,61,10509,2,30,21,37,0,0,A,1,0.133,15,0,0,2,0,19,17,42,50,4,12.5,5,15,10,15,4,10,19,79,12.5,1
10346,1,89,52,0,S,2,18,H,M,6,1,B,2,6,889,510,94,16731,0,27,39,9,1,0,A,1,0.071,20,0.167,20,1,1,21,19,51,82,5,16.4,10,20,10,20,4,10,21,88,16.4,3
10347,0,41,27,0,T,1,35,H,F,5,0,B,0,,1074,469,96,18042,0,32,51,24,0,0,A,2,0.125,25,0.167,25,2,1,16,12,36,55,3,18.33,20,25,5,25,6,14,16,45,18.33,2
10348,0,41,41,0,U,1,1,H,F,4,0,M,0,,3500,452,26,28075,0,13,0,60,0,0,A,3,0.222,10.75,0.333,10.33,4,3,22,14,34,63,6,10.5,2,12,10,11,6,12,22,41,10.5,4
10349,0,29,,0,R,2,46,H,M,1,0,P,0,,671,212,81,10060,0,40,35,38,0,0,A,1,0.167,12.5,0.2,5,2,1,19,8,21,25,2,12.5,15,20,5,20,4,10,19,29,12.5,1
10350,1,77,66,0,R,2,49,U,F,2,0,P,0,3,418,330,81,14006,0,39,31,36,1,0,A,1,0.118,20,0,0,2,0,15,18,46,66,6,11,20,25,5,25,5,12,15,67,11,2
10351,1,53,67,0,T,2,40,H,F,6,1,B,0,6,2027,360,52,14005,2,20,31,17,1,0,A,4,0.3,12.5,0.111,10,6,1,15,18,45,106,10,10.6,17,20,3,5,6,13,15,53,10.6,3
10352,0,29,67,0,S,1,15,H,M,7,1,P,0,,2823,295,8,25654,0,19,27,50,0,0,A,1,0.176,10,0.25,7.5,3,2,18,11,26,30,3,10,10,15,5,15,4,10,18,33,10,2
10353,0,137,42,0,R,2,43,H,F,5,1,B,0,1,419,220,78,10505,0,27,30,35,1,1,S,3,0.316,9.67,0.3,9,6,3,16,29,67,97,13,7.46,8,11,3,10,6,12,16,129,7.46,8
10354,0,113,,0,R,2,45,U,M,,1,N,0,,453,215,86,10080,0,38,25,44,0,0,A,4,0.083,10,0.2,10,1,1,20,22,61,83,11,7.55,5,10,5,10,6,14,18,113,7.55,4
10355,0,89,35,0,R,3,51,H,F,5,1,B,11,1,409,235,81,10538,0,33,26,30,0,0,A,1,0.05,17,0,0,1,0,26,19,50,70,6,11.67,12,17,5,17,5,10,26,80,11.67,4
10356,1,29,,0,C,3,31,U,F,4,1,M,2,,431,194,43,8888,20,32,38,23,0,0,A,1,0.154,12.5,0.333,12.5,2,2,15,9,21,25,2,12.5,5,15,10,15,4,10,15,28,12.5,2
10357,1,29,81,0,U,1,2,H,F,4,1,B,2,,2403,461,89,21965,0,33,23,63,0,0,N,1,0.091,15,0.25,15,1,1,24,6,15,15,1,15,0,15,15,15,3,7,24,24,15,1
10358,0,89,71,0,T,2,40,U,M,,0,N,0,8,1179,464,87,15910,0,22,38,25,0,0,A,1,0.095,16,0.1,16,2,1,25,24,60,100,7,14.29,6,16,10,16,5,10,25,88,14.29,3
10359,0,89,,0,S,1,12,H,F,5,0,P,0,7,961,533,99,16510,0,34,29,22,0,0,A,2,0.053,15,0,0,1,0,26,21,55,75,7,10.71,10,15,5,15,6,13,20,81,10.71,2
10360,0,101,43,0,R,2,45,U,F,5,0,P,0,2,502,216,79,9998,0,35,31,33,0,0,A,1,0.067,20,0,0,1,0,18,19,52,76,7,10.86,15,20,5,20,4,13,18,90,10.86,3
10361,1,113,51,0,R,2,45,U,M,5,0,P,0,1,492,198,68,9629,0,40,26,33,1,0,A,4,0.333,6.29,0.4,6.5,7,4,15,25,62,71,12,5.92,6,9,3,6,6,14,15,112,5.92,8
10362,0,53,69,0,T,3,41,H,F,2,1,B,11,0,240,187,65,12657,0,19,0,79,0,0,A,1,0.05,20,0,0,1,0,26,17,40,45,4,11.25,15,20,5,20,5,10,26,53,11.25,1
10363,1,17,,0,S,2,19,U,M,,0,N,0,,2223,413,25,10217,0,18,33,31,1,0,N,3,0.286,7.5,0.5,7.5,2,2,17,9,26,34,6,5.67,7,10,3,3,7,21,6,21,5.67,3
10364,0,113,81,0,S,2,18,H,M,4,1,B,31,,1057,383,92,12620,0,20,27,45,0,0,A,1,0.2,23,0,0,1,0,17,14,38,103,6,17.17,20,25,5,23,2,6,17,113,17.17,4
10365,0,17,25,0,U,2,7,H,M,5,1,B,6,,1727,313,44,17699,0,27,28,35,0,0,F,1,0.2,15,0.5,15,1,1,16,5,14,15,1,15,0,15,15,15,4,12,16,16,15,1
10366,1,137,76,0,T,2,37,H,M,6,1,B,5,2,873,211,81,14513,0,37,15,79,1,1,S,3,0.278,3.4,0.429,3.67,5,3,16,26,66,73,23,3.17,3,5,2,3,5,11,16,128,3.17,14
10367,0,137,74,0,U,1,2,H,F,7,0,P,0,8,4062,562,94,28331,3,34,17,65,1,0,A,1,0.045,35,0,0,1,0,17,34,83,301,19,15.84,25,35,10,35,6,13,17,129,15.84,8
10368,0,29,69,0,S,1,13,H,M,4,1,B,1,,3066,472,72,28908,0,32,0,55,0,0,L,1,0.133,17.5,0.286,17.5,2,2,15,11,25,45,3,15,10,20,10,15,5,11,15,32,15,2
10369,0,113,,0,S,1,12,H,M,5,0,P,0,,1501,590,97,20933,1,52,28,19,1,1,S,4,0.4,6,0.364,6.25,8,4,15,29,66,97,17,5.71,5,10,5,6,6,13,15,112,5.71,10
10370,0,29,77,0,?,?,,H,F,2,1,P,0,,765,421,93,15487,0,0,0,0,1,1,S,4,0.375,7.67,0.5,7.25,6,4,16,12,29,52,7,7.43,5,10,5,9,6,14,16,33,7.43,4
10371,0,65,,0,T,2,36,H,U,3,1,M,3,3,585,263,77,11970,0,49,35,52,0,0,A,1,0.091,32.5,0,0,2,0,19,20,47,110,4,27.5,15,35,20,35,6,13,19,55,27.5,1
10372,0,137,68,0,C,3,32,U,M,,0,N,0,3,499,266,50,9304,0,30,44,0,1,0,A,1,0.167,10.67,0.111,12,3,1,18,28,71,147,14,10.5,10,15,5,10,4,13,18,130,10.5,7
10373,1,41,72,0,R,2,48,U,F,2,0,B,14,,714,191,56,9798,3,18,10,56,1,1,S,4,0.353,5,0.333,5,6,3,18,15,36,40,8,5,0,5,5,5,6,14,18,45,5,4
10374,1,137,55,0,R,2,49,H,F,5,0,P,0,5,469,273,82,11320,0,22,21,32,1,4,A,1,0.19,10.5,0.2,10,4,2,24,30,70,145,16,9.06,10,15,5,10,5,10,24,126,9.06,10
10375,0,29,67,0,S,1,14,H,M,7,1,B,0,,3359,878,96,35266,0,19,27,44,0,0,A,3,0.188,8.33,0.143,10,3,1,22,11,28,35,4,8.75,5,10,5,10,6,12,18,32,8.75,1
10376,0,137,56,0,S,2,17,U,F,3,1,M,3,4,1542,334,44,22549,0,50,23,24,1,1,S,3,0.1,44,0.111,42,2,1,15,30,93,317,14,22.64,41,46,5,42,6,29,15,118,22.64,7
10377,0,41,50,0,U,1,2,U,M,3,1,M,13,,1079,469,76,30122,0,31,32,33,1,1,S,3,0.294,8,0.5,8,5,5,17,15,33,50,6,8.33,10,15,5,5,6,14,17,37,8.33,6
10378,0,65,63,0,C,1,24,H,M,7,1,B,23,9,1066,692,84,41247,0,45,35,28,0,0,A,1,0,0,0,0,0,0,,18,43,80,5,16,15,25,10,25,6,13,18,54,16,1
10379,0,113,,1,R,2,46,U,F,2,1,P,0,1,492,253,84,14142,0,34,36,42,1,1,S,4,0.286,5.5,0.3,7.33,6,3,20,35,134,265,45,5.89,12,15,3,15,9,39,4,122,5.89,11
10380,0,137,38,0,R,3,51,U,M,2,1,B,18,4,535,339,86,11903,0,36,26,11,1,10,A,1,0.056,10,0,0,1,0,18,30,67,91,16,5.69,7,10,3,10,4,10,18,127,5.69,10
10381,0,89,71,0,C,1,24,H,F,4,0,P,0,7,939,439,89,21721,0,36,26,28,1,1,S,4,0.333,14.17,0.5,14,6,4,19,22,54,155,15,10.33,10,15,5,6,6,13,18,92,10.33,9
10382,0,137,45,0,U,4,10,H,F,4,1,B,1,3,535,271,75,8604,0,31,56,19,1,1,S,4,0.444,5,0.556,5,8,5,19,31,81,222,45,4.93,4,7,3,5,4,9,19,128,4.93,24
10383,0,29,,0,S,2,18,H,F,6,1,B,3,,1866,364,57,16017,8,28,29,8,0,0,N,1,0.1,15,0.25,15,1,1,24,6,15,15,1,15,0,15,15,15,3,7,24,24,15,1
10384,0,29,81,0,R,2,44,H,M,3,1,B,48,,638,402,94,13953,0,25,28,12,1,0,N,3,0.3,5.67,0.6,5.67,3,3,17,9,23,17,3,5.67,8,10,2,10,6,13,17,24,5.67,3
10385,0,77,80,0,R,2,49,H,F,1,1,B,23,4,463,317,84,12200,0,33,39,32,1,1,S,4,0.429,5.11,0.636,5.14,9,7,15,22,55,122,24,5.08,5,8,3,5,4,8,15,76,5.08,15
10386,0,17,37,0,U,4,10,U,F,1,1,B,1,,0,118,1,8906,0,48,44,31,0,0,F,1,0.167,20,0.333,20,1,1,17,6,15,20,1,20,0,20,20,20,4,10,17,17,20,1
10387,1,137,,0,S,2,18,U,F,,0,N,0,0,652,427,66,15375,0,20,49,15,1,1,S,2,0.182,21.75,0.091,20,4,1,18,33,78,269,19,14.16,22,25,3,22,6,14,18,110,14.16,7
10388,1,41,76,0,C,2,29,U,M,4,1,B,2,,885,367,92,21767,0,63,7,91,0,0,A,3,0.25,10.6,0.5,10.6,5,5,15,15,35,68,7,9.71,7,12,5,5,6,13,4,40,9.71,6
10389,1,29,41,0,R,3,50,U,M,7,0,P,0,,403,166,69,8453,1,21,31,36,0,0,N,3,0.375,25.67,0.5,25,3,2,16,8,20,77,3,25.67,2,27,25,25,6,14,16,23,25.67,2
10390,0,17,55,0,S,1,13,H,M,5,0,P,0,,4322,747,86,29925,0,35,24,36,0,0,F,1,0.143,15,0,0,1,0,20,6,15,15,1,15,0,15,15,15,4,10,20,20,15,0
10391,1,77,75,0,S,1,12,H,M,5,0,B,8,8,2278,525,94,18780,0,41,32,20,1,1,S,4,0.333,19.29,0.545,19.17,7,6,21,24,61,280,18,15.56,20,25,5,10,6,13,18,69,15.56,11
10392,0,29,,0,R,2,43,U,F,,1,N,0,,610,259,79,11567,1,29,29,21,1,0,A,3,0.263,10,0.444,10,5,4,18,13,31,50,5,10,0,10,10,10,6,12,18,33,10,4
10393,1,65,56,0,C,1,22,H,F,6,1,B,3,,896,291,52,17357,4,32,16,42,0,0,A,1,0.118,15,0.125,15,2,1,21,17,40,43,5,8.6,12,15,3,15,6,12,21,57,8.6,2
10394,1,17,,0,?,?,,H,F,7,0,B,0,,1609,504,69,23852,0,0,0,0,0,0,F,1,0.2,50,0.5,50,1,1,17,6,32,90,4,22.5,40,50,10,20,5,28,10,17,22.5,1
10395,0,89,28,0,S,1,14,U,M,4,0,M,0,8,516,231,84,10857,1,31,54,21,1,1,S,2,0.2,18.75,0.1,20,4,1,20,24,62,127,11,11.55,22,25,3,20,6,14,20,80,11.55,6
10396,0,17,,0,S,1,13,U,M,,0,N,0,,4750,323,26,10826,0,43,20,55,0,0,F,1,0.143,20,0.333,20,1,1,21,6,15,20,1,20,0,20,20,20,4,10,21,21,20,1
10397,1,41,,0,R,2,43,H,M,4,1,P,0,,443,261,69,11545,0,27,31,29,0,0,A,3,0.167,10.67,0.222,11,3,2,22,14,34,49,5,9.8,8,13,5,12,6,13,17,40,9.8,2
10398,0,137,85,0,T,3,41,U,F,2,1,B,0,,429,173,71,9939,0,34,33,47,1,1,S,3,0.167,9.67,0.286,10,3,2,17,27,68,86,11,7.82,6,11,5,9,6,13,17,113,7.82,9
10399,1,17,82,0,U,1,3,H,F,6,0,B,8,,1654,305,60,18438,0,21,30,51,0,0,F,1,0.2,20,0.5,20,1,1,17,6,14,20,1,20,0,20,20,20,5,11,17,17,20,1
10400,1,89,69,0,R,2,48,U,F,1,0,P,0,3,718,206,88,11129,0,31,18,56,1,0,A,2,0.1,11,0.222,11,2,2,17,24,63,93,16,5.81,10,12,2,12,6,13,17,86,5.81,6
10401,1,125,57,0,R,3,51,U,F,1,1,M,0,,392,249,79,11274,1,30,29,31,1,1,S,4,0.333,5,0.143,5,6,1,24,28,67,109.07,20,5.45,11.93,12,0.07,5,6,11,24,123,5.45,9
10402,1,101,56,0,S,2,18,H,M,5,1,B,1,7,742,395,77,13179,0,38,52,9,0,0,A,1,0.063,25,0,0,1,0,24,21,53,55,5,11,22,25,3,25,6,12,24,91,11,3
10403,0,137,86,0,T,3,41,U,F,4,0,B,3,5,475,227,70,10221,0,25,22,33,1,1,S,2,0.182,19.5,0,0,4,0,15,31,74,215,15,14.33,15,25,10,25,5,12,15,127,14.33,8
10404,0,77,,0,T,2,38,U,U,,1,N,0,,600,300,69,12758,0,0,0,0,1,0,A,4,0.222,6.25,0.125,8,4,1,18,19,49,58,11,5.27,5,8,3,8,6,13,18,67,5.27,4
10405,0,17,69,0,U,1,1,H,F,2,0,P,0,,4250,296,8,17736,0,19,37,10,0,0,F,1,0.2,23,0.5,23,1,1,17,6,14,23,1,23,0,23,23,23,5,11,17,17,23,1
10406,0,41,47,0,C,1,23,H,F,5,1,B,10,,947,300,65,17986,0,45,19,58,0,0,A,2,0.167,10.67,0.375,10.67,3,3,21,13,32,46,5,9.2,11,15,4,15,6,12,21,41,9.2,4
10407,0,77,64,1,R,3,51,U,F,2,0,P,0,3,350,102,41,5871,1,32,24,36,0,0,A,3,0.2,8,0.333,9,4,3,22,20,50,62,8,7.75,5,10,5,7,6,12,22,75,7.75,6
10408,0,113,,0,C,3,32,H,M,4,0,P,0,2,614,230,73,10167,4,32,37,29,1,0,A,1,0.1,17.5,0.2,17.5,2,2,23,27,66,131,12,10.92,15,20,5,15,6,12,23,105,10.92,10
10409,0,29,,0,R,2,46,H,F,5,1,B,1,,1402,360,84,13698,1,42,29,30,0,0,A,1,0.105,17.5,0.111,20,2,1,19,14,31,45,3,15,10,20,10,15,6,12,19,33,15,1
10410,0,125,78,0,U,4,10,H,F,2,1,B,1,3,520,239,49,9400,0,11,59,0,0,0,A,1,0.15,13.33,0.222,15,3,2,24,30,71,195,12,16.25,15,25,10,20,6,12,24,123,16.25,4
